"proba_ass";"ident";"noi";"wpela15"
0.0168;"13000009";"2";534.31682825
0.0664;"13000026";"2";512.88414474
8e-04;"13000026";"3";512.88414474
0.0488;"13000032";"1";811.5402528
0.8596;"13000077";"1";392.83499306
0.0584;"13000083";"1";716.17557659
0.3928;"13000083";"2";716.17557659
0.9904;"13000109";"1";583.33805626
0.3176;"13000110";"2";544.32588407
0.2896;"13000115";"1";564.87869319
0.0484;"13000122";"1";364.22269886
0.3684;"13000174";"1";537.10731212
0.2172;"13000191";"1";2309.1015446
0.9268;"13000201";"1";802.69290122
0.0028;"13000246";"2";540.99344702
0.1556;"13000282";"2";378.23016558
0.0208;"13000289";"1";382.21530326
0.0508;"13000329";"1";998.32416901
0.4264;"13000366";"1";500.75686546
0.0628;"13000367";"2";719.11177648
0.5572;"13000376";"1";514.81274
0.9652;"13000383";"1";779.46052145
0.2164;"13000427";"2";366.64713689
0.048;"13000442";"1";1098.2134411
0.1864;"13000464";"1";1486.9674936
0.4648;"13000490";"1";530.00896486
0.3248;"13000503";"1";645.84617697
0.016;"13000506";"1";728.02221255
0.1064;"13000538";"1";649.34519137
0.1472;"13000566";"1";922.99620465
0.7436;"13000593";"1";371.96686169
0.4408;"13000593";"2";371.96686169
0.112;"13000595";"1";642.70622166
0.4884;"13000664";"1";1109.3700199
0.7256;"13000726";"2";853.42659235
0.1336;"13000843";"1";483.40788051
0.7276;"13000852";"2";345.28878495
0.1488;"13000855";"1";623.76946346
0.0976;"13000900";"1";890.53638365
0.1316;"13000986";"1";572.59503428
0.2264;"13000997";"2";562.37602815
0.2968;"13001010";"2";296.63035021
0.9756;"13001039";"1";1233.3587229
0.1568;"13001056";"1";462.27901003
0.004;"13001096";"1";425.20033581
0.4084;"13001105";"2";573.51439252
0.0916;"13001150";"1";224.19362893
0.068;"13001154";"1";740.07332268
0.036;"13001189";"1";1705.7991859
0.0096;"13001208";"2";398.2763684
0.0068;"13001231";"1";262.35211353
0.6732;"13001298";"2";375.49021235
0.0032;"13001302";"1";6880.3844594
0.176;"13001342";"2";491.62587352
0.0476;"13001347";"1";1298.5108667
0.0292;"13001361";"1";359.28103096
0.0224;"13001401";"2";1045.7983119
0.0072;"13001422";"1";831.58678529
0.9108;"13001539";"1";350.14276201
0.0244;"13001558";"1";471.37955255
0.0196;"13001571";"2";461.10380072
0.0196;"13001577";"1";1010.1777159
0.0152;"13001579";"2";612.15380105
0.0172;"13001623";"4";505.30747984
0.0116;"13001623";"5";505.30747984
0.088;"13001664";"1";299.63038671
0.5304;"13001673";"1";1033.1975236
0.0872;"13001705";"1";321.37499358
0.292;"13001792";"1";378.86439917
0.004;"13001798";"1";403.6682623
0.332;"13001838";"1";514.70938487
0.0468;"13001860";"1";1424.8633606
0.0016;"13001992";"1";374.14057774
0.2416;"13002091";"1";587.62077295
0.2916;"13002107";"2";775.82539497
0.5996;"13002119";"1";588.88512623
0.094;"13002140";"1";904.1049846
0.0724;"13002159";"1";462.82797039
0.0864;"13002202";"1";1224.2416395
0.2972;"13002202";"2";1224.2416395
0.0124;"13002205";"1";590.49887099
0.0088;"13002206";"1";1068.7340384
0.0132;"13002206";"2";1068.7340384
0.4604;"13002209";"1";591.14404873
0.3576;"13002318";"1";590.31066377
0.0384;"13002399";"1";635.44718501
0.908;"13002444";"1";469.9779022
0.4788;"13002457";"1";429.75551596
0.1448;"13002459";"2";455.65878829
0.0952;"13002527";"1";837.60153374
0.6236;"13002562";"2";375.22007659
0.1072;"13002571";"1";668.19000803
0.2336;"13002574";"2";526.82087219
0.3276;"13002591";"1";223.34455199
0.1068;"13002593";"3";588.87210056
0.0012;"13002594";"1";942.37986154
0.0012;"13002597";"1";799.71480223
0.4152;"13002622";"1";678.4018662
0.1712;"13002659";"1";1614.1358825
0.0608;"13002679";"1";664.78766407
4e-04;"13002704";"1";772.71059239
0.7424;"13002706";"1";798.84017925
0.1128;"13002721";"2";624.05576813
0.0328;"13002735";"1";580.76579016
0.1408;"13002774";"2";1445.832413
0.0484;"13002901";"1";348.41799748
0.0696;"13002902";"1";3293.9135938
0.4612;"13002912";"3";1045.2050682
0.0936;"13002953";"1";465.10940254
0.0076;"13002983";"1";1238.3648872
0.2228;"13002987";"1";804.63246764
0.1196;"13003026";"2";1388.7427574
0.0076;"13003056";"1";449.26625997
0.7204;"13003065";"1";599.28945183
0.01;"13003069";"1";683.56304689
0.0112;"13003072";"3";1071.8665552
0.0036;"13003077";"5";494.56323689
0.5048;"13003106";"1";873.25679416
0.0156;"13003175";"1";596.84360365
0.1316;"13003198";"1";860.71583004
0.074;"13003212";"1";550.49893702
0.0316;"13003224";"1";777.17734221
0.038;"13003297";"1";398.31347896
0.5752;"13003422";"1";1018.2993791
0.1168;"13003423";"1";523.81995966
0.0144;"13003506";"1";1037.544071
0.6516;"13003558";"1";670.14415546
0.2076;"13003609";"1";1091.0526601
0.0144;"13003625";"1";404.66105359
0.0308;"13003641";"1";1089.1972216
0.298;"13003655";"1";845.24851762
0.5724;"13003664";"1";606.63609039
0.9552;"13003706";"1";449.34826079
0.5116;"13003711";"1";517.71456077
0.2888;"13003852";"1";595.61425373
0.042;"13003858";"1";763.5230813
0.0776;"13003879";"1";719.50811039
0.0632;"13003881";"1";833.4196313
0.372;"13003897";"2";696.21572567
0.0476;"13003910";"1";565.84586692
0.4116;"13004018";"1";1391.105056
0.6648;"13004056";"1";779.38983443
0.0136;"13004061";"2";768.58637826
0.0136;"13004061";"2";768.58637826
0.0464;"13004066";"2";417.33859069
0.0568;"13004086";"2";133.84127193
0.0068;"13004185";"1";681.38839988
0.1916;"13004237";"1";455.10559929
0.004;"13004353";"1";1060.7641689
0.1296;"13004409";"1";1266.5914505
0.3132;"13004441";"1";1258.493666
0.0912;"13004491";"1";438.58856471
0;"13004495";"1";824.16567433
0.0484;"13004548";"1";619.44739645
0.87;"13004562";"1";221.54020798
0.244;"13004570";"1";656.20211453
0.2192;"13004591";"2";190.83982988
0.452;"13004593";"1";526.86543631
0.7304;"13004662";"1";449.91684889
0.002;"13004682";"1";1201.3646654
0.026;"13004686";"2";366.54051568
0.0744;"13004710";"1";915.92393964
0.9528;"13004769";"2";831.97115435
0.61;"13004796";"1";414.53103155
0.3384;"13004802";"1";348.09671092
0.4628;"13004821";"2";511.89392841
0.6436;"13004868";"2";1003.2696438
0.4712;"13004976";"1";656.0298179
0.1348;"13005086";"1";582.16749101
0.128;"13005086";"2";582.16749101
0.0372;"13005183";"1";697.86200353
0.3276;"13005208";"2";728.97545891
0.0196;"13005327";"1";633.84451032
0.97;"13005344";"1";585.06925608
0.0408;"13005367";"1";607.47815947
0.824;"13005446";"1";686.34752126
0.4212;"13005455";"1";689.06820319
0.5468;"13005473";"1";762.3220225
0.0676;"13005481";"1";859.1589382
0.0088;"13005491";"1";537.96321539
0.3284;"13005506";"1";483.61056247
0.5744;"13005537";"1";615.0626166
0.7964;"13005567";"1";603.24751037
0.1632;"13005625";"1";560.2484692
0.0352;"13005749";"1";664.87260502
0.0032;"13005773";"2";1278.3586613
0.0176;"13005791";"1";517.01065999
0.0116;"13005823";"5";582.82588375
0.0112;"13005870";"1";824.83858494
0.9568;"13005873";"1";528.31536205
0.0396;"13005893";"1";1429.9009822
0.5544;"13005894";"1";664.59165532
0.4728;"13005920";"1";284.78743081
0.3692;"13005984";"2";734.08211519
0.1704;"13006024";"1";318.00804886
0.0644;"13006059";"2";1518.6857962
0.0124;"13006062";"1";688.27870696
0.0516;"13006117";"1";460.36390832
0.0972;"13006212";"1";822.70226721
0.0256;"13006212";"2";822.70226721
0.1928;"13006226";"1";905.64870674
0.052;"13006274";"1";722.7584729
0.874;"13006290";"4";521.43655466
0.0392;"13006332";"1";474.89865567
0.49;"13006332";"2";474.89865567
0.0116;"13006359";"1";531.14788539
0.8364;"13006419";"1";529.1193206
0.696;"13006448";"1";1183.2770392
0.0104;"13006456";"2";480.93372287
0.0272;"13006485";"1";430.52171859
0.0532;"13006497";"1";398.08248472
0.0136;"13006505";"1";1687.665935
0.1644;"13006511";"1";2389.1907338
0.1436;"13006648";"1";845.64686983
0.186;"13006660";"2";455.93501647
0.3536;"13006698";"1";594.47137561
0.0852;"13006742";"1";533.31405786
0.0116;"13006783";"1";535.66631553
0.0812;"13006856";"1";437.47054812
0.0424;"13006858";"2";415.7805985
0.0124;"13006860";"2";730.58568856
0.0084;"13006863";"1";893.70345568
0.1072;"13006929";"1";590.74738954
0.9672;"13006991";"1";690.16390477
0.1404;"13007004";"2";360.18636119
0.0436;"13007017";"1";803.2864135
0.27;"13007025";"1";473.11179563
0.1336;"13007037";"2";701.44900564
0.3908;"13007039";"1";861.11517262
0.0876;"13007063";"1";587.57405989
0.0796;"13007159";"2";525.9498013
0.0588;"13007160";"1";672.7580157
0.27;"13007211";"1";877.2139849
0.0444;"13007219";"2";278.78693471
0.0028;"13007237";"1";272.44813592
0.1196;"13007274";"3";470.6971689
0.7444;"13007325";"1";758.41241773
0.2128;"13007347";"2";370.14541998
0.0112;"13007350";"1";923.73683278
0.0152;"13007358";"1";530.79736686
0.016;"13007369";"1";376.72963407
0.4672;"13007453";"1";1092.7291938
0.1688;"13007459";"1";605.05242212
0.9628;"13007460";"2";285.37421667
0.076;"13007461";"2";1148.822002
0.982;"13007478";"1";1535.1061137
0.2892;"13007508";"2";591.49394147
0.102;"13007549";"2";713.43814769
0.4012;"13007586";"1";537.56543355
0.0548;"13007615";"1";488.52329748
0.2212;"13007646";"1";793.70900719
0.0416;"13007705";"2";653.32628839
0.2984;"13007716";"1";374.09455179
0.8492;"13007722";"2";699.62399897
0.3836;"13007830";"1";554.72856868
0.0288;"13007871";"1";514.08887766
0.0232;"13007900";"1";634.53668876
0.1292;"13007907";"1";378.10520972
0.3232;"13007986";"1";421.59635357
0.0804;"13008004";"1";589.94627932
0.0508;"13008025";"1";1257.1674768
0.3756;"13008109";"2";241.13157278
0.1348;"13008113";"1";642.47909627
0.0012;"13008131";"1";333.98437008
0.0896;"13008206";"1";2723.2240395
0.1444;"13008226";"2";626.93415766
0.4944;"13008233";"2";521.67548258
0.01;"13008238";"2";747.49557349
0.3108;"13008278";"5";808.98696674
0.1268;"13008321";"1";660.70997747
0.3604;"13008332";"1";796.76278801
0.5096;"13008357";"1";503.0869673
0.048;"13008392";"1";663.40254783
0.0064;"13008449";"1";652.38217249
0.0156;"13008462";"2";605.48689196
0.0792;"13008536";"2";104.51742784
0.0208;"13008558";"1";987.72028666
0.398;"13008574";"1";703.09463407
0.0208;"13008577";"2";312.27468239
0.5944;"13008611";"1";495.26639503
0.0152;"13008646";"1";502.31199549
0.436;"13008689";"1";1024.7756013
0.4116;"13008747";"1";945.00863996
0.0456;"13008758";"1";709.134506
0.038;"13008760";"1";367.42126598
0.2476;"13008804";"1";465.81360331
0.3504;"13008821";"1";381.59272219
0.0776;"13008821";"2";381.59272219
0.0076;"13008840";"2";933.60483214
0.1404;"13008845";"1";380.02387461
0.3312;"13008846";"1";385.45425203
0.0392;"13008855";"2";755.43461013
0.1144;"13008858";"1";844.58137047
0.9408;"13008895";"1";512.20817303
0.0316;"13008900";"1";545.11378181
0.1896;"13008928";"1";338.95706542
0.008;"13008946";"2";696.18990195
0.3064;"13008967";"2";1030.0972859
0.0068;"13008971";"1";504.91383958
0.1668;"13009065";"2";453.60996878
0.4768;"13009070";"1";460.9211874
0.0408;"13009086";"1";448.81577144
0.7964;"13009103";"1";605.85338825
0.0968;"13009139";"1";1068.8115358
0.3728;"13009200";"2";618.2772154
0.0548;"13009224";"2";298.77819708
0.008;"13009225";"2";470.98405004
0.4276;"13009240";"1";543.65796607
0.0056;"13009251";"1";1993.6952309
0.0932;"13009350";"1";698.88937342
0.4824;"13009375";"1";1115.9953576
0.066;"13009400";"1";760.00115438
0.0324;"13009432";"1";449.214852
0.0236;"13009434";"3";1173.7965046
0.4952;"13009468";"1";250.89540238
0.1276;"13009492";"2";248.7003035
0.1332;"13009525";"1";546.35912886
0.134;"13009530";"2";672.61284198
0.3988;"13009544";"5";2054.6044965
0.4452;"13009594";"1";568.91499058
0.9996;"13009671";"1";932.5648517
0.1216;"13009732";"1";285.55099357
0.0132;"13009748";"2";390.63165393
0.018;"13009749";"1";388.60378671
0.378;"13009766";"1";996.74617152
0.1384;"13009797";"2";618.66263928
0.1888;"13009804";"1";1030.1498072
0.9488;"13009847";"1";99.304942823
0.8664;"13009859";"1";521.65926629
0.0088;"13009867";"1";658.49595227
0.206;"13009897";"1";866.16163833
0.3208;"13009923";"1";830.41371419
0.3856;"13009924";"1";435.61996654
0.206;"13009932";"1";432.48916957
0.0056;"13009933";"1";885.70818161
0.222;"13009960";"2";351.76333601
0.0084;"13009963";"1";579.6403049
0.6044;"13009965";"1";353.60764521
0.2316;"13010003";"1";2239.663638
0.2176;"13010012";"1";521.51487975
0.648;"13010040";"1";991.82544613
0.0208;"13010096";"2";291.11343302
0.0384;"13010126";"1";643.9033237
0.676;"13010134";"1";637.7623748
0.192;"13010142";"1";632.79878605
0.9628;"13010170";"1";3071.2281096
0.0392;"13010174";"2";470.5800638
0.406;"13010181";"1";309.05617473
0.1704;"13010196";"2";752.26738716
0.0124;"13010203";"1";1005.2072097
0.4172;"13010217";"1";497.46975872
0.0188;"13010220";"1";934.1654103
0.0272;"13010271";"1";332.67044001
0.4484;"13010296";"1";949.92066941
0.7968;"13010314";"1";612.58226281
0.0292;"13010342";"2";179.41979765
0.016;"13010416";"2";1156.730772
0.0572;"13010429";"1";930.71903832
0.1672;"13010457";"1";238.11776716
0.0568;"13010466";"2";160.64924661
0.006;"13010503";"1";808.26575979
0.0652;"13010503";"2";808.26575979
0.0956;"13010536";"1";641.90492495
0.3744;"13010590";"1";665.02156666
0.0692;"13010620";"1";891.41509381
0.2836;"13010666";"1";425.04243948
0.2352;"13010685";"1";1296.9945535
0.606;"13010696";"1";457.70282044
0.6508;"13010711";"1";378.64321127
0.1116;"13010719";"1";621.56400059
0.0204;"13010745";"1";991.47979622
0.0056;"13010755";"2";642.35980355
0.848;"13010778";"2";442.59803491
0.0252;"13010784";"1";557.7168394
0.0032;"13010784";"2";557.7168394
0.1164;"13010793";"1";1582.6086638
0.1836;"13010844";"6";472.55660259
0.0372;"13010877";"1";531.56361107
0.0732;"13010908";"2";793.09493957
0.0012;"13010916";"2";343.28854441
0.4452;"13010927";"1";648.66997063
0.4632;"13010976";"1";479.91915325
0.1548;"13010976";"2";479.91915325
0.0016;"13010996";"1";950.51609822
0.4568;"13011007";"1";343.78641731
0.0664;"13011021";"1";838.38795394
0.1652;"13011042";"1";309.56593158
0.0356;"13011054";"1";541.65527094
0.1548;"13011063";"1";473.51180973
0.258;"13011078";"2";854.83176867
0.0708;"13011086";"1";841.79342602
0.1484;"13011101";"1";943.8859687
0.0592;"13011134";"1";510.48006275
0.008;"13011181";"1";458.45413215
0.0084;"13011181";"2";458.45413215
0.3012;"13011220";"2";588.05690701
0.0256;"13011259";"1";1899.5043572
0.004;"13011259";"2";1899.5043572
0.054;"13011284";"1";779.5192817
0.5204;"13011287";"1";425.65879525
0.4412;"13011287";"2";425.65879525
0.258;"13011297";"1";750.87711555
0.0012;"13011299";"1";1648.468206
0.7548;"13011327";"1";346.12476012
0.3344;"13011344";"1";622.60729631
0.4748;"13011459";"1";898.71025237
0.0456;"13011472";"1";882.68040924
0.2064;"13011472";"2";882.68040924
0.0252;"13011489";"2";553.62828936
0.6784;"13011509";"1";741.98487755
0.0244;"13011522";"1";705.09557828
0.1028;"13011522";"2";705.09557828
0.0952;"13011548";"1";1032.3524834
0.0072;"13011593";"1";419.68140771
0.0072;"13011617";"1";541.14778958
0.2232;"13011648";"1";471.91841741
0.1676;"13011654";"1";581.17260184
0.2444;"13011774";"2";586.32234891
0.006;"13011778";"1";677.03952981
0.0764;"13011795";"1";579.03179267
0.9696;"13011804";"1";277.22861249
0.7292;"13011804";"2";277.22861249
0.2588;"13011816";"1";384.41612444
0.3132;"13011909";"1";781.4411526
0.4424;"13011916";"2";475.64704553
0.0076;"13011931";"2";584.94374353
0.3648;"13011946";"1";531.23071795
0.5272;"13011976";"1";859.55978583
0.0512;"13012003";"1";909.33591103
0.8372;"13012021";"1";399.37447145
0.0056;"13012071";"1";1046.7907322
0.0036;"13012073";"1";1002.5240885
0.6956;"13012106";"1";446.08705368
0.9648;"13012106";"2";446.08705368
0.962;"13012140";"1";820.70708747
0.1624;"13012171";"1";725.42596332
0.5012;"13012195";"2";259.17575128
0.0124;"13012219";"1";238.41329039
0.9028;"13012253";"1";454.0328656
0.1676;"13012277";"1";272.6527872
0.8688;"13012337";"2";1282.8279204
0.0844;"13012353";"2";301.60993414
0.0044;"13012368";"1";493.05984265
0.0088;"13012368";"2";493.05984265
0.0016;"13012375";"1";1783.3079535
0.02;"13012375";"2";1783.3079535
0.0148;"13012451";"1";948.18075415
0.9944;"13012488";"1";582.07405044
0.0048;"13012493";"1";604.95076175
0.1288;"13012516";"1";356.38781054
0.0376;"13012661";"1";2641.5192244
0.0112;"13012661";"2";2641.5192244
0.11;"13012663";"2";448.16468189
0.6252;"13012669";"1";532.88827462
0.186;"13012687";"1";495.67603907
0.0048;"13012701";"1";332.64156571
0.6564;"13012734";"2";603.91001086
0.074;"13012739";"2";506.19233095
0.1576;"13012781";"1";613.37495687
0.1284;"13012792";"2";481.99879884
0.1864;"13012822";"1";839.54042659
0.0316;"13012831";"1";645.52121446
0.6592;"13012891";"2";1445.4890218
0.14;"13012916";"1";827.58525682
0.1032;"13012997";"1";1033.0841933
0.2188;"13012998";"1";276.29642374
0.054;"13013009";"1";607.3262596
0.4592;"13013009";"2";607.3262596
0.288;"13013025";"1";335.90771591
0.0164;"13013028";"1";569.57737776
0.0984;"13013042";"2";550.31183911
0.8548;"13013064";"3";290.93044501
0.1392;"13013101";"1";560.2449562
0.066;"13013101";"2";560.2449562
0.2544;"13013122";"1";530.40317142
0.006;"13013147";"1";579.82892116
0.0372;"13013170";"2";690.34932709
0.1896;"13013175";"1";409.3041376
0.6624;"13013183";"1";866.011909
0.0624;"13013201";"1";1058.3673391
0.3944;"13013224";"1";475.42360948
0.5312;"13013226";"1";355.82739921
0.892;"13013298";"1";850.0667292
0.0124;"13013311";"1";530.25751566
0.456;"13013351";"1";543.27773498
0.9092;"13013360";"1";674.35449124
0.2724;"13013421";"1";1315.6534555
0.372;"13013430";"1";109.57270136
0.798;"13013453";"2";471.94512764
0.678;"13013488";"1";782.71969055
0.0264;"13013513";"1";422.80582992
0.036;"13013522";"2";322.00699694
0.2456;"13013553";"1";643.01286372
0.6456;"13013565";"1";390.00114684
0.0284;"13013566";"1";382.96566006
0.0032;"13013577";"1";581.26096105
0.0024;"13013607";"1";710.62362828
0.2804;"13013627";"1";652.92468616
0.2112;"13013643";"1";334.41759643
0.0132;"13013721";"1";459.62045682
0.0252;"13013725";"1";716.13384665
0.0072;"13013730";"1";763.23569508
0.7768;"13013750";"2";414.90545754
0.0064;"13013753";"1";559.52045324
0.006;"13013764";"1";1053.8622409
0.0012;"13013782";"2";810.94653431
0.7788;"13013785";"1";669.99405098
0.0332;"13013822";"1";852.67387753
0.0188;"13013842";"1";818.40922287
0.082;"13013862";"1";468.02077825
0.0152;"13013991";"1";766.36713257
0.0076;"13013995";"2";359.56742287
0.046;"13014027";"1";374.86155092
0.2916;"13014085";"1";476.45019017
0.0104;"13014113";"2";582.09108682
0.9648;"13014322";"4";1219.6556527
0.0296;"13014328";"1";437.94511277
0.0324;"13014355";"2";471.59092821
0.0784;"13014466";"1";626.11531691
0.008;"13014473";"1";843.84953397
0.0128;"13014482";"1";798.9843376
0.0916;"13014505";"1";493.56156869
0.0412;"13014523";"1";329.34221449
0.1128;"13014525";"2";452.12216662
0.0012;"13014590";"2";389.00560373
0.0168;"13014605";"1";358.94220064
0.602;"13014630";"1";1281.968453
0.0984;"13014657";"1";688.72849283
0.0424;"13014699";"4";638.77123147
0.0052;"13014699";"5";638.77123147
0;"13014706";"1";425.23061865
0.1036;"13014731";"1";420.12183719
0.1836;"13014731";"2";420.12183719
0.8552;"13014784";"1";771.33146097
0.3;"13014791";"1";681.73868362
0.3204;"13014832";"2";415.78811615
0.0696;"13014914";"1";590.77023749
0.2056;"13014922";"1";604.03384655
0.0412;"13014940";"1";846.13528601
0.4132;"13014940";"3";846.13528601
0.9956;"13014946";"1";944.21081765
0.0296;"13014951";"1";940.79175488
0.0092;"13014967";"2";416.16195479
0.8356;"13014969";"1";501.38964314
0.0168;"13014975";"1";485.30893561
0.0524;"13015002";"1";542.45859119
0.9872;"13015007";"1";812.01002889
0.0312;"13015008";"2";1008.1011825
0.0288;"13015017";"1";734.84592446
0.2076;"13015018";"1";399.38639805
0.1912;"13015028";"1";674.46827586
0.0028;"13015045";"1";2962.960894
0.1024;"13015047";"2";564.67610875
0.004;"13015077";"1";1025.1946224
0.3276;"13015131";"1";279.64111153
0.0044;"13015137";"1";533.85835918
0.2408;"13015174";"1";804.82450438
0.168;"13015186";"1";574.04266901
0.0072;"13015186";"2";574.04266901
0.9864;"13015252";"4";454.8547355
0.0312;"13015298";"2";403.17524626
0.1896;"13015350";"2";969.82544204
0.51;"13015360";"1";491.46900942
0.0012;"13015367";"1";1020.0034126
0.0036;"13015367";"2";1020.0034126
0.0204;"13015396";"1";580.87139776
0.9804;"13015448";"1";535.64732502
0.0028;"13015486";"1";773.30709384
0.0904;"13015501";"1";607.68355897
